--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:16, delta_loop_time: 10, offset_y_cm from origin: 29.48, offset_x_cm for ac: -54.47
send offset to actuator, count:389, delta_loop_time: 11, offset_y_cm from origin: -38.93, offset_x_cm for ac: -123.76
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.83, offset_x_cm for ac: -123.72
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.73, offset_x_cm for ac: -123.67
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.63, offset_x_cm for ac: -123.63
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.53, offset_x_cm for ac: -123.58
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.43, offset_x_cm for ac: -123.54
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.33, offset_x_cm for ac: -123.50
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.23, offset_x_cm for ac: -123.45
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.13, offset_x_cm for ac: -123.41
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -38.03, offset_x_cm for ac: -123.36
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -37.93, offset_x_cm for ac: -123.32
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -37.83, offset_x_cm for ac: -123.28
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -37.73, offset_x_cm for ac: -123.23
send offset to actuator, count:389, delta_loop_time: 10, offset_y_cm from origin: -37.63, offset_x_cm for ac: -123.19
send offset to actuator, count:390, delta_loop_time: 11, offset_y_cm from origin: -39.54, offset_x_cm for ac: -123.19
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -39.44, offset_x_cm for ac: -123.13
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -39.34, offset_x_cm for ac: -123.08
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -39.24, offset_x_cm for ac: -123.03
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -39.14, offset_x_cm for ac: -122.98
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -39.04, offset_x_cm for ac: -122.93
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.94, offset_x_cm for ac: -122.87
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.84, offset_x_cm for ac: -122.82
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.74, offset_x_cm for ac: -122.77
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.64, offset_x_cm for ac: -122.72
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.54, offset_x_cm for ac: -122.67
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.44, offset_x_cm for ac: -122.62
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.34, offset_x_cm for ac: -122.57
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.24, offset_x_cm for ac: -122.51
send offset to actuator, count:390, delta_loop_time: 10, offset_y_cm from origin: -38.14, offset_x_cm for ac: -122.46
send offset to actuator, count:391, delta_loop_time: 11, offset_y_cm from origin: -39.65, offset_x_cm for ac: -122.45
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -39.55, offset_x_cm for ac: -122.40
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -39.45, offset_x_cm for ac: -122.35
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -39.35, offset_x_cm for ac: -122.29
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -39.25, offset_x_cm for ac: -122.24
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -39.15, offset_x_cm for ac: -122.19
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -39.05, offset_x_cm for ac: -122.14
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -38.95, offset_x_cm for ac: -122.09
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -38.85, offset_x_cm for ac: -122.04
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -38.75, offset_x_cm for ac: -121.99
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -38.65, offset_x_cm for ac: -121.94
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -38.55, offset_x_cm for ac: -121.89
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -38.45, offset_x_cm for ac: -121.84
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -38.35, offset_x_cm for ac: -121.79
send offset to actuator, count:391, delta_loop_time: 10, offset_y_cm from origin: -38.25, offset_x_cm for ac: -121.74
send offset to actuator, count:392, delta_loop_time: 11, offset_y_cm from origin: -41.48, offset_x_cm for ac: -121.74
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -41.38, offset_x_cm for ac: -121.67
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -41.28, offset_x_cm for ac: -121.59
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -41.18, offset_x_cm for ac: -121.52
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -41.08, offset_x_cm for ac: -121.45
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.98, offset_x_cm for ac: -121.38
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.88, offset_x_cm for ac: -121.30
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.78, offset_x_cm for ac: -121.23
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.68, offset_x_cm for ac: -121.16
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.58, offset_x_cm for ac: -121.09
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.48, offset_x_cm for ac: -121.02
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.38, offset_x_cm for ac: -120.95
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.28, offset_x_cm for ac: -120.88
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.18, offset_x_cm for ac: -120.81
send offset to actuator, count:392, delta_loop_time: 10, offset_y_cm from origin: -40.08, offset_x_cm for ac: -120.73
send offset to actuator, count:393, delta_loop_time: 11, offset_y_cm from origin: -43.34, offset_x_cm for ac: -120.75
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -43.24, offset_x_cm for ac: -120.70
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -43.14, offset_x_cm for ac: -120.64
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -43.04, offset_x_cm for ac: -120.58
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.94, offset_x_cm for ac: -120.52
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.84, offset_x_cm for ac: -120.47
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.74, offset_x_cm for ac: -120.41
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.64, offset_x_cm for ac: -120.35
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.54, offset_x_cm for ac: -120.30
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.44, offset_x_cm for ac: -120.24
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.34, offset_x_cm for ac: -120.18
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.24, offset_x_cm for ac: -120.13
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.14, offset_x_cm for ac: -120.07
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -42.04, offset_x_cm for ac: -120.02
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -41.94, offset_x_cm for ac: -119.96
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -41.84, offset_x_cm for ac: -119.90
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -41.74, offset_x_cm for ac: -119.85
send offset to actuator, count:393, delta_loop_time: 10, offset_y_cm from origin: -41.64, offset_x_cm for ac: -119.79
send offset to actuator, count:394, delta_loop_time: 11, offset_y_cm from origin: -49.55, offset_x_cm for ac: -119.89
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -49.45, offset_x_cm for ac: -119.80
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -49.35, offset_x_cm for ac: -119.72
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -49.25, offset_x_cm for ac: -119.63
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -49.15, offset_x_cm for ac: -119.54
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -49.05, offset_x_cm for ac: -119.46
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.95, offset_x_cm for ac: -119.37
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.85, offset_x_cm for ac: -119.28
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.75, offset_x_cm for ac: -119.20
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.65, offset_x_cm for ac: -119.11
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.55, offset_x_cm for ac: -119.03
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.45, offset_x_cm for ac: -118.94
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.35, offset_x_cm for ac: -118.86
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.25, offset_x_cm for ac: -118.77
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.15, offset_x_cm for ac: -118.69
send offset to actuator, count:394, delta_loop_time: 10, offset_y_cm from origin: -48.05, offset_x_cm for ac: -118.61
send offset to actuator, count:395, delta_loop_time: 11, offset_y_cm from origin: -45.85, offset_x_cm for ac: -118.48
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -45.75, offset_x_cm for ac: -118.41
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -45.65, offset_x_cm for ac: -118.34
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -45.55, offset_x_cm for ac: -118.27
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -45.45, offset_x_cm for ac: -118.20
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -45.35, offset_x_cm for ac: -118.13
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -45.25, offset_x_cm for ac: -118.06
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -45.15, offset_x_cm for ac: -117.99
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -45.05, offset_x_cm for ac: -117.92
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.95, offset_x_cm for ac: -117.86
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.85, offset_x_cm for ac: -117.79
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.75, offset_x_cm for ac: -117.72
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.65, offset_x_cm for ac: -117.65
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.55, offset_x_cm for ac: -117.58
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.45, offset_x_cm for ac: -117.52
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.35, offset_x_cm for ac: -117.45
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.25, offset_x_cm for ac: -117.38
send offset to actuator, count:395, delta_loop_time: 10, offset_y_cm from origin: -44.15, offset_x_cm for ac: -117.31
send offset to actuator, count:396, delta_loop_time: 11, offset_y_cm from origin: -53.53, offset_x_cm for ac: -117.45
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -53.43, offset_x_cm for ac: -117.38
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -53.33, offset_x_cm for ac: -117.31
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -53.23, offset_x_cm for ac: -117.24
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -53.13, offset_x_cm for ac: -117.18
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -53.03, offset_x_cm for ac: -117.11
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.93, offset_x_cm for ac: -117.04
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.83, offset_x_cm for ac: -116.98
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.73, offset_x_cm for ac: -116.91
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.63, offset_x_cm for ac: -116.84
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.53, offset_x_cm for ac: -116.78
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.43, offset_x_cm for ac: -116.71
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.33, offset_x_cm for ac: -116.65
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.23, offset_x_cm for ac: -116.58
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.13, offset_x_cm for ac: -116.52
send offset to actuator, count:396, delta_loop_time: 10, offset_y_cm from origin: -52.03, offset_x_cm for ac: -116.45
